img0;26.7200311159;0.779403047127;359.384236111
img1;26.9915017676;0.908327198726;361.37743074
img2;inf;1.0;0.0
img3;24.2802782693;0.709976844088;387.110503795
img4;inf;1.0;0.0
img5;inf;1.0;0.0
img6;inf;1.0;0.0
img7;30.1136581512;0.928498988576;340.512908936
img8;25.4439437521;0.775839167385;371.612190247
img9;inf;1.0;0.0
img10;26.2248801668;0.804325103465;372.116177662
img11;inf;1.0;0.0
img12;36.2287393931;0.980536897878;310.176727431
img13;31.9123512687;0.978474260585;281.341242274
img14;27.2105493452;0.85388107635;339.250696818
img15;24.5860074456;0.746526517149;367.658467611
img16;36.1841314236;0.972351441271;209.210421244
img17;26.0075094018;0.843225884921;364.286862691
img18;inf;1.0;0.0
img19;inf;1.0;0.0
img20;26.1751714321;0.868043167236;374.551328981
img21;inf;1.0;0.0
img22;24.918080062;0.714090878733;355.347829183
img23;32.3535495584;0.948604144831;321.312052409
img24;29.2186224443;0.899371593181;241.101300557
img25;inf;1.0;0.0
img26;25.4442570188;0.885657709507;370.473260498
img27;inf;1.0;0.0
img28;38.3282780954;0.985517975915;285.817509969
img29;inf;1.0;0.0
img30;29.190652911;0.881878122852;350.244679769
img31;26.1030196549;0.874739483724;365.3876309
img32;inf;1.0;0.0
img33;24.793180301;0.686123349613;377.751930237
img34;23.8577651732;0.700421574365;383.537686157
img35;25.588695337;0.740771686949;398.214434306
img36;31.1488762952;0.935557644308;341.031576968
img37;25.1965931044;0.840170606331;377.290922794
img38;31.6299423745;0.945338479877;223.965100606
img39;24.6914179698;0.777995841841;373.726262172
img40;24.9575074659;0.842549002549;367.327260335
img41;26.6838764899;0.821278329552;364.768509838
img42;24.8364684236;0.868129047495;372.068442161
img43;24.0928140403;0.633352470619;377.791472268
img44;26.5902472725;0.813399130106;341.548500061
img45;inf;1.0;0.0
img46;25.8706065137;0.840410323308;370.55123291
img47;25.7602289145;0.730006035148;363.226923625
img48;27.3893855802;0.847380749357;356.898221334
img49;inf;1.0;0.0
img50;26.9811448502;0.959777976115;358.785320842
img51;inf;1.0;0.0
img52;25.618641114;0.856298901292;366.419848187
img53;26.6889246128;0.862118332878;340.921974182
img54;34.1695480343;0.971399227873;322.154959491
img55;31.2377800342;0.961740173583;339.733399884
img56;24.9350703202;0.87737190893;370.72864394
img57;24.2357604614;0.806619395234;374.733575439
img58;29.243901433;0.972622565839;332.150531873
img59;23.8577651732;0.700421574365;383.537686157
img60;29.3944453383;0.887653741033;337.574953715
img61;32.7549701363;0.962441647575;332.357640584
img62;25.3127209557;0.740289277948;367.454444444
img0;26.7200311159;0.779403047127;359.384236111
img1;26.9915017676;0.908327198726;361.37743074
img0;26.7200311159;0.779403047127;359.384236111
img1;26.9915017676;0.908327198726;361.37743074
img2;inf;1.0;0.0
img3;24.2802782693;0.709976844088;387.110503795
img4;inf;1.0;0.0
img5;inf;1.0;0.0
img6;inf;1.0;0.0
img7;30.1136581512;0.928498988576;340.512908936
img8;25.4439437521;0.775839167385;371.612190247
img9;inf;1.0;0.0
img10;26.2248801668;0.804325103465;372.116177662
img11;inf;1.0;0.0
img12;36.2287393931;0.980536897878;310.176727431
img13;31.9123512687;0.978474260585;281.341242274
img14;27.2105493452;0.85388107635;339.250696818
img15;24.5860074456;0.746526517149;367.658467611
img16;36.1841314236;0.972351441271;209.210421244
img17;26.0075094018;0.843225884921;364.286862691
img18;inf;1.0;0.0
img19;inf;1.0;0.0
img20;26.1751714321;0.868043167236;374.551328981
img21;inf;1.0;0.0
img22;24.918080062;0.714090878733;355.347829183
img23;32.3535495584;0.948604144831;321.312052409
img24;29.2186224443;0.899371593181;241.101300557
img25;inf;1.0;0.0
img26;25.4442570188;0.885657709507;370.473260498
img27;inf;1.0;0.0
img28;38.3282780954;0.985517975915;285.817509969
img0;26.7200311159;0.779403047127;359.384236111
img1;26.9915017676;0.908327198726;361.37743074
img2;inf;1.0;0.0
img3;24.2802782693;0.709976844088;387.110503795
img4;inf;1.0;0.0
img5;inf;1.0;0.0
img6;inf;1.0;0.0
img7;30.1136581512;0.928498988576;340.512908936
img8;25.4439437521;0.775839167385;371.612190247
img9;inf;1.0;0.0
img10;26.2248801668;0.804325103465;372.116177662
img11;inf;1.0;0.0
img12;36.2287393931;0.980536897878;310.176727431
img13;31.9123512687;0.978474260585;281.341242274
img14;27.2105493452;0.85388107635;339.250696818
img15;24.5860074456;0.746526517149;367.658467611
img16;36.1841314236;0.972351441271;209.210421244
img17;26.0075094018;0.843225884921;364.286862691
img18;inf;1.0;0.0
img19;inf;1.0;0.0
img20;26.1751714321;0.868043167236;374.551328981
img21;inf;1.0;0.0
img22;24.918080062;0.714090878733;355.347829183
img23;32.3535495584;0.948604144831;321.312052409
img24;29.2186224443;0.899371593181;241.101300557
img25;inf;1.0;0.0
img26;25.4442570188;0.885657709507;370.473260498
img27;inf;1.0;0.0
img28;38.3282780954;0.985517975915;285.817509969
img29;inf;1.0;0.0
img30;29.190652911;0.881878122852;350.244679769
img31;26.1030196549;0.874739483724;365.3876309
img32;inf;1.0;0.0
img33;24.793180301;0.686123349613;377.751930237
img34;23.8577651732;0.700421574365;383.537686157
img35;25.588695337;0.740771686949;398.214434306
img36;31.1488762952;0.935557644308;341.031576968
img37;25.1965931044;0.840170606331;377.290922794
